y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110
-3.178421906,1,1.8606058,2.113212575,0.630520199,0.34019812,0.136731843,0.587384608,0.717873255,1.444178641,1.24462825,0.090710284,-1.003525067,0.492950228,0.702715169,-0.685500307,-0.001417361,-0.93200609,1.004808319,-0.834230729,-0.513678828,0.298104832,-0.643945656,0.446953972,-0.899041947,-0.540022347,-0.141078405,0.483984761,-0.654355224,0.614763767,-0.49723217,0.104838405,-0.243518332,0.503086528,0.737016437,-0.469822236,0.743723628,-0.089803064,0.790757866,0.285116113,-1.006462846,-0.290295854,0.269020598,-0.3930662,0.712799074,-1.335519201,-1.236508651,-1.686707858,0.005473625,0.047193144,0.440924937,-0.382073647,-0.827967425,-0.745791265,-0.33182987,0.006740197,-0.132447922,-0.198631645,-1.015625802,0.429006837,0.10231146,0.469535567,-0.418421941,-1.258237207,0.154112057,1.813692727,0.638408117,-0.849515578,-0.430207254,-0.527983385,-0.474273533,-0.428310213,-0.019920374,0.794383636,-0.059778428,0.917854099,0.675128455,0.51834459,0.091467493,0.76106222,-0.310296434,0.419229037,-0.267171943,0.017349317,0.133057961,0.304576093,1.140410387,-0.534369517,0.012672277,-0.248045652,0.153213473,0.486445048,-0.698990027,0.867387669,-0.470168326,0.286658748,0.614317561,0.311936929,0.231238639,-0.473720469,0.579881288,-0.391633183,0.994705752,0.146674328,-0.214984329,-0.556438206,-0.707543755,1.017899254,-0.046943093,-0.915059527,0.259476054
6.87019885,1,0.814484491,2.566431851,0.151469843,1.43552823,0.053285736,2.045726106,0.327247942,2.152988557,1.991663798,-0.768734405,0.195566416,-0.674568025,1.155882229,-0.169423784,-0.713292123,1.735220591,-0.444523854,0.12246807,-0.450495465,-0.370149964,-0.164174862,0.086934063,-0.370630244,-0.214767417,-0.045258505,-1.576243801,0.156877432,0.677547169,0.502566573,0.672031402,0.495546426,-0.970365651,-0.124391164,0.014782883,0.067852015,0.368684623,-0.177447161,0.081836377,-0.305796039,-0.684210144,-0.333486112,0.897098616,-0.479960155,-0.722478162,0.206074559,-0.731932593,-0.129505034,0.380702231,-0.470205057,-0.154192254,0.178947479,0.087783348,0.822147617,0.317590192,1.288938214,1.022091697,-0.355355798,-1.186061971,0.288359891,0.12663338,0.344090934,-0.618295134,0.868444176,-1.811387141,0.379377607,-0.344997291,1.44387494,-0.060629936,0.179886027,-0.673345531,0.194743889,-1.098531589,0.354447344,0.439069368,-0.294896422,-0.14161477,0.055652291,1.132550368,-0.304821607,0.41103711,-0.166265526,0.034328054,0.245139832,-0.526593573,-0.34266417,0.88256548,0.700040702,-0.328405051,0.834436414,-0.58431275,0.280851903,0.255121866,-0.146476852,-0.272316917,-0.112907616,-0.08296047,0.588161236,1.135867168,0.068943616,-0.144018761,-0.694163278,-0.230958296,-0.599972559,-0.158183564,0.276290964,0.726811985,0.348995244,1.074144963,0.821850682
-4.506912293,1,0.486478244,0.273792339,2.15832666,1.309797289,-0.007942888,2.531274445,0.380029708,-0.386473475,1.598877514,-1.049335116,0.202739675,0.334111137,0.289360732,-0.60208424,0.213022485,-1.128028768,0.389766398,-0.615573677,0.758373957,0.439222279,-0.230867702,-0.880111082,-0.028227346,-0.427745757,0.944594272,-0.139827939,-0.554807109,0.330637486,0.160707477,-0.034671723,-1.382298488,-0.358026228,1.075438529,-0.079288913,-0.393914355,-0.372979931,-0.015135512,0.609712737,1.447980618,0.002670229,-0.419234404,-0.530986334,-0.337770459,-0.796503213,1.572563503,-1.00270092,0.554554967,-0.300069969,-0.062075423,-0.541010485,1.117776903,0.479634772,0.410040174,-0.829829443,-1.554983521,-1.120321924,0.463086198,-0.354128376,0.633850453,-0.409296418,-1.050002083,-0.608333034,1.415442579,0.174263372,0.438871219,0.813749632,-0.065277109,0.125150612,-0.329577093,0.91384797,1.11004458,-0.612370921,-0.400685937,-0.565431994,-0.238878237,-0.121949825,0.981771425,0.153661522,0.965882109,-0.322157853,-0.426971191,0.920133169,-0.088014986,-0.691663034,0.55484607,-1.017734292,0.289112071,-0.726681432,0.44623185,-0.135435239,-0.69523023,-0.187868496,0.385228016,0.827902852,-0.59611305,-0.174073263,0.24452015,1.282395442,-1.102874978,-0.05259425,-0.215045213,-0.480315992,-0.306735579,-0.251501122,1.192604636,-0.154161236,0.026819212,-0.590844654,0.317998063
9.806388772,1,0.669470583,0.656833815,0.367496047,0.88295775,-0.307801007,1.452217151,2.090042055,2.378988003,-0.966154526,0.121592064,0.261969424,0.049561275,-0.046086441,0.40591517,0.436080172,0.300435718,0.184398715,1.306196134,-1.523949181,-1.317123985,0.829683597,0.160666456,0.516926343,0.783339717,0.015528741,-1.546449271,-0.121961437,0.31230255,-1.151346216,0.095789033,0.5247357,1.063331057,1.023519482,-1.508653602,-0.9782433,-0.923274202,-0.35634788,-0.246027937,-0.324514612,-0.344097432,-0.084230787,-0.670929292,-0.456568734,-0.729646347,0.186138026,-0.355169992,-0.701305747,0.01599928,-0.151779656,-0.461372491,-0.935206486,-0.113991473,-0.236818472,-0.247673237,1.096708453,-0.451420942,0.350343855,-0.893902287,-0.06588785,-0.30155126,-0.199268892,0.138811631,-0.697717543,-0.372710071,-0.625787655,0.649452549,0.502833131,-0.408763594,0.261331015,0.559158603,0.149291648,0.434714061,-0.387636761,-0.56710529,-0.055292687,-0.578019517,0.31816295,-0.007629263,-0.346078201,0.181788595,1.072326552,0.392943784,-0.471325567,0.612922286,-0.381395424,-0.02745109,-0.583950629,-0.384590017,0.214942382,-0.538341121,-0.47133042,0.269060749,-1.435270798,-0.446536462,0.729495176,0.65123715,1.265254133,-0.337366316,0.302996806,-1.267605497,-0.53459717,1.034159826,0.282791679,0.146231256,0.252218716,-0.567027757,-0.62390194,0.226262305,-0.211536063
-1.256524999,1,1.3732838,1.41613751,-0.130650034,1.045483327,1.298420925,3.557248822,1.874589268,2.103594356,0.58489961,-0.297754006,-0.027557121,-0.871762584,1.258276141,0.064625148,-0.036597799,-0.043574475,0.361908906,0.419132236,-0.484014452,0.611573164,-0.488604262,-1.037343948,-0.163162553,0.258361901,-0.621577453,-0.326123115,-0.377916876,0.876908453,0.601320375,-0.348378636,-0.709462607,0.010674438,0.922702258,-0.071063273,1.226028418,0.052431365,1.647015036,-0.617356959,-0.287958882,0.465462449,-0.277750197,0.593625259,-0.417708754,-0.812764797,0.671367327,-0.328065447,0.542771293,-0.527618445,-0.145674918,-0.487268519,1.191299273,0.303840636,-0.579950254,-1.362916862,1.352246802,0.16547712,-0.612251278,0.073999166,0.64238772,-0.406302866,0.31361122,-0.497829926,-0.637290819,-0.322194657,0.793640087,0.365214646,-0.389755696,0.204653254,0.002488162,1.084999991,-0.458791653,0.112112237,0.780882167,0.20436763,-0.032787794,0.933339268,-0.199912211,0.73959701,-0.307462292,-0.449839261,0.303185867,-0.676254401,-1.170958074,-0.169739506,-0.275610851,0.692757231,0.434455325,1.203214517,-0.155325628,0.619524649,-0.306919189,0.096336081,-1.297931116,0.28285906,0.10230264,0.562906936,0.71866329,-0.035147731,-0.607386206,1.276872353,0.953606381,0.009186827,0.111100684,0.587648805,0.096182856,0.234187187,-0.221083531,0.043798267,0.027005375
-6.457187547,1,1.059686558,0.791416526,1.087378544,1.205564437,1.193423354,1.138164946,0.970836913,0.354411769,-1.153891281,0.42808588,1.065202893,0.181464215,-0.299619207,1.279207491,0.09408489,0.002135785,0.310687976,-1.271318131,-0.715798974,1.131072503,-1.340075939,-0.245228339,-0.490934433,-0.307644393,0.287818611,-0.29032614,-0.392630518,0.618526699,1.183326947,0.229086249,0.106854448,-0.028842862,-0.161319791,0.215308336,-0.948208841,-0.032138998,-0.126189675,0.252979452,-0.66411356,0.099741585,-0.185338361,-0.108643023,0.924922977,-0.133816607,0.186746259,0.192063127,-0.747977788,1.09455906,0.491942898,0.390917778,0.11436942,-1.314143667,0.148439521,0.43165418,-0.547000109,0.91663352,-0.918252254,0.338227576,-0.824008234,0.39769309,0.610955307,-0.152790517,0.602703716,-0.074817042,-0.431010084,0.268051952,0.614751751,0.15365412,-0.525584363,0.195346076,0.637470842,-0.211910158,0.713397316,-0.903544506,0.108783162,0.544611934,-0.566302853,1.128360587,-0.667193024,0.111960307,-0.167104444,-0.413683768,0.532939408,0.341057662,0.03956046,0.210525997,-0.328458178,0.494528772,0.462139054,0.645210933,-0.161739995,0.261438405,0.069050167,-0.098915094,-0.549578749,0.529335327,0.114845863,-0.927816553,-0.325855162,-0.803925328,0.985017416,0.309473148,0.133960393,-0.490203955,-0.421157716,0.46303398,-0.134886689,-0.169587068,0.605693138
5.284447206,1,-0.290914126,1.469541179,0.872531526,1.751686564,-0.330430301,-0.1217271,0.157581327,1.691822008,1.533317509,0.709252476,1.556064247,-0.422192,0.127622501,-0.447560192,0.759210114,0.070355076,0.374661576,0.232017595,-0.075554464,0.79551568,-0.494880969,-0.651806827,-0.815021618,-0.868242888,-0.198303524,0.130461951,-0.085446207,0.074556736,0.503232537,-0.595105011,-0.838877107,-0.358111323,0.524276989,0.828556755,-0.280708017,1.486738105,0.365864619,-0.654108222,-0.264533311,0.749099653,1.358739187,-1.331394025,-0.999009308,-0.068735807,-0.894825128,-0.058935267,0.762953908,0.665569853,-0.088874188,0.312693645,-0.271672112,0.294372174,1.126363376,0.12314782,0.29932969,0.412615511,0.496303016,0.307276422,0.420767904,0.214923221,0.301157564,-1.051510671,-0.434737452,0.228935844,0.215629005,0.170936828,-0.13695962,0.596514523,-0.538160353,-0.047320744,-0.932616115,-1.111105565,0.52228315,-0.54861743,-0.6775286,-0.782916028,0.103449093,-0.467780745,0.956123838,0.676222984,-0.650579554,0.107423322,-0.129836595,0.244032919,0.959002331,0.665012493,0.702830495,0.247221073,-0.581235853,0.130753224,0.048014566,-1.74069908,0.169037772,0.239630304,0.485468821,0.568842379,-0.629663835,0.80127023,0.601772973,-0.791728802,-0.071108968,-1.303577918,-0.573019817,1.54141513,-0.29413418,0.320452255,1.152416867,0.202542653,0.772747748
-1.338249375,1,1.437685478,0.341901878,1.14469897,-1.067763503,2.497660878,1.910704299,0.160321751,2.75582451,2.105484198,0.693618945,0.738094735,1.041285577,-0.208999172,-0.920650863,0.201093244,-0.036780776,-0.352686968,0.260146647,-0.220018577,-0.025500939,0.263109589,0.868595415,1.013239064,-0.169184588,-0.320990852,-0.089629676,0.560672907,-0.323560887,-0.511330653,-0.015335715,0.238839685,-0.488540129,-0.15044071,-0.090623152,0.415799668,-0.728899349,-1.263849306,-0.882371308,-0.572720671,0.199677988,0.664535111,0.619932354,0.678534239,0.051025544,0.087405084,0.421614009,-0.172909004,0.369689492,0.040019641,0.396145184,0.055190459,0.563247651,-0.187488119,0.328574668,-0.507157928,-0.492363194,0.722453425,0.066929914,0.062204937,0.023527676,-0.328351481,0.343028412,0.380089837,0.643791491,-0.030135175,-0.675922155,0.183981952,0.058117166,0.02174842,0.715345755,0.072009234,0.723956173,-0.535496794,0.133788004,-0.540480039,-0.454685229,-0.556315424,0.088976299,0.77979669,-0.349531672,0.682237982,-0.381782991,-0.587048765,-1.213712806,-0.044562679,-0.560067468,0.817354899,-1.587011647,1.340882885,0.81449146,0.094582651,-0.662114868,-0.182213916,0.225617782,0.310351725,0.307627293,0.120485744,0.340868325,-0.049814724,-0.444752234,1.911808952,-1.368760761,-0.017478246,1.259886757,-0.049264141,0.807635622,-0.532760252,-0.694486426,0.42615718
-15.64877605,1,1.778031971,1.157354543,2.487521649,2.119038801,1.058809324,1.547149451,0.662080367,2.164945788,1.305495075,-1.436103401,0.13073795,0.376788388,-0.609562925,-0.708074785,-0.508297918,0.229830174,1.33834473,0.808320042,-0.354310264,0.039554619,1.010717616,0.501943471,-1.38308098,-0.246744916,0.151510217,0.021050232,0.238616371,-0.564300179,-0.109529668,-0.850708368,0.306393883,-0.667321477,-0.945129432,0.237438538,1.789929431,-0.408106261,0.696654144,-0.350514753,0.259937328,-0.405732951,0.621778067,0.978897185,0.090408635,0.113365337,0.0874604,0.34070886,-0.829482201,0.717202556,0.173157438,-0.116705112,-0.890985237,-1.089928116,0.186520377,1.075304898,1.100321285,-0.517128376,-0.263027154,0.209876908,-0.08111858,-0.165756709,0.565892516,0.146989928,-0.681042491,1.025907367,-0.306629243,1.005482047,-0.38484684,1.003020841,-0.848071193,-0.115236735,-0.009897174,0.994614493,0.595331009,-1.011646283,1.596041069,-0.933782184,1.205574302,0.880316318,-0.146255915,0.566709191,-0.0597396,0.018874573,0.48888326,0.394638904,0.101873867,0.018433979,0.036113854,-0.955399584,0.519382964,-0.296161684,0.831583856,-0.342529651,-0.301683848,-0.703870112,0.985697518,-0.618583985,0.971967947,0.530568802,0.263255036,-0.885600228,0.079206154,-0.175116612,-0.137139286,-0.269264479,-0.567039013,-0.392570005,1.014879519,-0.12162062,0.944514834
2.627847858,1,-0.262118045,0.583273092,-0.245746342,0.770458116,1.62953502,2.198197543,1.795583123,1.449334992,2.5785645,-0.400468364,-0.70334555,0.446725808,-0.190512028,-0.888473693,0.317967704,-0.743143114,1.053212097,-0.600440282,0.518266343,0.472021031,-0.605966079,-0.150224304,1.203849743,0.365880747,-0.432551602,-0.031182476,-0.388766732,-0.475203249,-0.054117881,-1.004344257,0.168561523,-0.460092074,1.225448056,0.425821285,0.359957616,-0.166540813,-0.306064058,1.074672924,0.930886061,-0.297997872,-0.708449602,-0.619298614,0.098271532,-0.059704438,-1.005521829,-0.403034139,-0.0950252,-0.696552823,0.603261662,-0.191477525,0.619919958,-0.551678638,-0.411386465,0.006758094,-1.128759015,-0.661389553,0.543436513,-0.571712125,0.187822845,0.156045366,-1.008565489,-0.948480249,-0.639782737,-0.066153591,-0.49442036,-0.196074913,0.759527394,-1.323707042,-0.185128885,-0.566702217,-0.00727621,0.865501245,0.678171947,0.251788785,-0.380219146,-0.0793363,0.00301821,0.860941924,-0.6828778,-1.262523741,-0.20891011,-0.031326692,0.35871334,0.777380341,0.246104392,0.27114013,-0.351272738,-0.109856183,0.63565536,0.440001126,0.329999791,-0.035667398,-0.512767673,1.253274645,0.43198282,0.012208036,0.000891962,-0.715619905,0.876499733,-0.264046943,0.660318492,-1.503321664,0.040803778,0.485378755,0.69302114,-0.031891344,0.369106818,1.142110765,-0.030436346
